번호,종목코드,종목명,시장구분,증권구분,주식종류,상장일,폐지일,폐지사유,정리매매기간_시작일,정리매매기간_종료일,업종,액면가,상장주식수,이전상장후_종목코드,이전상장후_종목명
"638","01120013","현대상선 14R","KOSPI","신주인수권증서","보통주","2013/10/23","2013/10/30",,,,,"0","11980584",,
"639","01120017","현대상선 26R","KOSPI","신주인수권증서","보통주","2017/11/21","2017/11/28",,,,,"0","107522991",,
"640","01120015","현대상선17R","KOSPI","신주인수권증서","보통주","2015/02/12","2015/02/24",,,,,"0","27976679",,
"641","04841013","현대아이비티 25R","KOSDAQ","신주인수권증서","보통주","2013/08/01","2013/08/08",,,,,"0","5996060",,
"642","00431017","현대약품 27R","KOSPI","신주인수권증서","보통주","2017/11/16","2017/11/23",,,,,"0","3196765",,
"643","01780012","현대엘리베이 10R","KOSPI","신주인수권증서","보통주","2012/11/27","2012/12/04",,,,,"0","1036249",,
"644","01780014","현대엘리베이 12R","KOSPI","신주인수권증서","보통주","2014/02/07","2014/02/14",,,,,"0","4793052",,
"645","01780015","현대엘리베이터 13R","KOSPI","신주인수권증서","보통주","2015/06/26","2015/07/03",,,,,"0","3993458",,
"646","26726017","현대일렉트릭 2R","KOSPI","신주인수권증서","보통주","2017/10/24","2017/10/31",,,,,"0","1113607",,
"647","26726019","현대일렉트릭 5R","KOSPI","신주인수권증서","보통주","2019/11/25","2019/12/02",,,,,"0","12529034",,
"648","00954018","현대중공업 6R","KOSPI","신주인수권증서","보통주","2018/02/21","2018/02/28",,,,,"0","9954041",,
"649","00345011","현대증권 37R","KOSPI","신주인수권증서","보통주","2011/12/09","2011/12/16",,,,,"0","61669569",,
"650","05366015","현진소재 11R","KOSDAQ","신주인수권증서","보통주","2015/05/11","2015/05/18",,,,,"0","6193170",,
"651","0110801C","형지I&C 12R","KOSDAQ","신주인수권증서","보통주","2022/11/14","2022/11/21",,,,,"0","12494717",,
"652","09324019","형지엘리트 11R","KOSPI","신주인수권증서","보통주","2019/01/11","2019/01/18",,,,,"0","11996246",,
"653","06056011","홈센타 8R","KOSDAQ","신주인수권증서","보통주","2011/11/17","2011/11/24",,,,,"0","5152778",,
"654","0605601B","홈센타홀딩스 16R","KOSDAQ","신주인수권증서","보통주","2021/02/08","2021/02/17",,,,,"0","42553360",,
"655","03961018","화성밸브 7R","KOSDAQ","신주인수권증서","보통주","2019/01/02","2019/01/09",,,,,"0","725573",,
"656","09337015","후성 3R","KOSPI","신주인수권증서","보통주","2015/08/19","2015/08/26",,,,,"0","7563189",,
"657","1151601B","휴맥스 4R","KOSDAQ","신주인수권증서","보통주","2021/05/10","2021/05/17",,,,,"0","10991071",,
"658","20067015","휴메딕스 8R","KOSDAQ","신주인수권증서","보통주","2015/07/06","2015/07/13",,,,,"0","695507",,
"659","0050101C","휴스틸 37R","KOSPI","신주인수권증서","보통주","2022/11/18","2022/11/25",,,,,"0","14867851",,
"660","06926010","휴켐스 2R","KOSPI","신주인수권증서","보통주","2010/04/20","2010/04/27",,,,,"0","3920748",,
"661","00328013","흥아해운 11R","KOSPI","신주인수권증서","보통주","2013/07/26","2013/08/02",,,,,"0","11197395",,
"662","00328016","흥아해운 13R","KOSPI","신주인수권증서","보통주","2016/12/05","2016/12/12",,,,,"0","19991188",,
"663","00328017","흥아해운 14R","KOSPI","신주인수권증서","보통주","2018/01/02","2018/01/09",,,,,"0","32790924",,
"664","058420","제이웨이","KOSDAQ","주권","보통주","2002/01/10","2023/04/14","감사의견 거절(감사범위 제한 및 계속기업가정 불확실성)","2023/04/05","2023/04/13","오락·문화","500","3610839",,
"665","271850","다이오진","KONEX","주권","보통주","2017/06/19","2023/04/12","지정자문인 선임계약 해지 후 30일 이내 미체결(2023.3.29 限)","2023/04/03","2023/04/11","-","100","3206333",,
"666","267810","앙츠","KONEX","주권","보통주","2017/04/28","2023/04/04","지정자문인 선임계약 해지 후 30일 이내 미체결(2023.3.21 限)","2023/03/24","2023/04/03","-","500","1787000",,
"667","056000","코원플레이","KOSDAQ","주권","보통주","2003/07/11","2023/03/30","감사의견 거절(감사범위 제한 및 계속기업가정 불확실성)","2023/03/21","2023/03/29","디지털컨텐츠","500","19720225",,
"668","70101786","벨기에코어오피스부동산(A)","KOSPI","수익증권","보통주","2018/06/19","2023/03/22","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","184179291","440740","한투리얼에셋운용"
"669","70102786","벨기에코어오피스부동산(C-I)","KOSPI","수익증권","보통주","2018/06/19","2023/03/22","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","200000","440740","한투리얼에셋운용"
"670","387310","대신밸런스제10호스팩","KOSDAQ","주권","보통주","2021/09/17","2023/03/16","피흡수합병(스팩소멸합병)",,,"금융","100","5460000",,
"671","353070","에이치엠씨제4호스팩","KOSDAQ","주권","보통주","2020/07/29","2023/03/10","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소","2023/02/28","2023/03/09","금융","100","4310000",,
"672","397500","대신밸런스제11호스팩","KOSDAQ","주권","보통주","2021/12/02","2023/03/09","피흡수합병(스팩소멸합병)",,,"금융","100","7610000",,
"673","343510","하나금융16호스팩","KOSDAQ","주권","보통주","2020/07/23","2023/03/02","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소","2023/02/20","2023/02/28","금융","100","4010000",,
"674","351340","IBKS제13호스팩","KOSDAQ","주권","보통주","2020/07/15","2023/02/21","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소","2023/02/10","2023/02/20","금융","100","5170000",,
"675","000060","메리츠화재","KOSPI","주권","보통주","1956/07/02","2023/02/21","지주회사(최대주주등)의 완전자회사화 등",,,"보험","500","104535112",,
"676","344050","신영스팩6호","KOSDAQ","주권","보통주","2020/02/12","2023/02/17","피흡수합병(스팩소멸합병)",,,"금융","100","4305000",,
"677","096300","베트남개발1","KOSPI","투자회사","보통주","2007/06/13","2023/02/02","해산 사유 발생",,,"기타금융","무액면","137680211",,
"678","0437121A","서울리거 4WR","KOSDAQ","신주인수권증권","보통주","2020/03/10","2023/01/26","신주인수권 행사기간 만료",,,,"0","9752470","043710","서울리거"
"679","064510","유네코","KOSDAQ","주권","보통주","2018/03/15","2023/01/17","감사의견 거절(감사범위 제한 및 계속기업 존속능력 불확실성)","2023/01/06","2023/01/16","기계·장비","500","10117010",,
"680","71901B96","KB 와이즈 스타 부동산 자 2 A","KOSPI","수익증권","보통주","2019/09/23","2022/12/29","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","5176619","047210","케이비자산운용"
"681","71902B96","KB 와이즈 스타 부동산 자 2 C-F","KOSPI","수익증권","보통주","2019/09/23","2022/12/29","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","98800000","047210","케이비자산운용"
"682","71903B96","KB 와이즈 스타 부동산 자 2 C-I","KOSPI","수익증권","보통주","2019/09/23","2022/12/29","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","8000000","047210","케이비자산운용"
"683","342550","케이비제20호스팩","KOSDAQ","주권","보통주","2020/01/30","2022/12/29","피흡수합병(스팩소멸합병)",,,"금융","100","6501000",,
"684","329020","오션스톤","KONEX","주권","보통주","2020/05/07","2022/12/27","지정자문인 선임계약 해지 후 30일 이내 미체결(2022.12.13 限)","2022/12/16","2022/12/26","-","500","835152",,
"685","349720","이베스트스팩5호","KOSDAQ","주권","보통주","2020/05/20","2022/12/26","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소","2022/12/15","2022/12/23","금융","100","3620000",,
"686","341160","하나금융15호스팩","KOSDAQ","주권","보통주","2020/01/30","2022/12/23","피흡수합병(스팩소멸합병)",,,"금융","100","4710000",,
"687","217600","켐온","KOSDAQ","주권","보통주","2015/06/26","2022/12/16","피흡수합병",,,"기타서비스","100","63861340",,
"688","290510","코리아센터","KOSDAQ","주권","보통주","2019/11/29","2022/12/16","피흡수합병",,,"소프트웨어","100","114534446",,
"689","367460","유안타제7호스팩","KOSDAQ","주권","보통주","2020/12/28","2022/12/08","피흡수합병(스팩소멸합병)",,,"금융","100","5500000",,
"690","131390","원익피앤이","KOSDAQ","주권","보통주","2011/09/27","2022/11/29","피흡수합병",,,"일반전기전자","500","14818910",,
"691","158310","참존글로벌","KOSDAQ","주권","보통주","2013/04/03","2022/11/09","기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정","2022/10/31","2022/11/08","기계·장비","500","47841128",,
"692","060300","레드로버","KOSDAQ","주권","보통주","2002/01/10","2022/11/04","기업의 계속성 및 경영의 투명성 등을 종합적을 고려하여 상장폐지기준에 해당한다고 결정","2022/10/26","2022/11/03","오락·문화","500","29231297",,
"693","347140","케이프이에스제4호","KOSDAQ","주권","보통주","2020/03/24","2022/10/31","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소","2022/10/20","2022/10/28","금융","100","3009000",,
"694","126870","뉴로스","KOSDAQ","주권","보통주","2012/02/15","2022/10/26","감사의견 거절(감사범위 제한 및 계속기업 존속능력 불확실성)","2022/10/17","2022/10/25","기계·장비","500","35639398",,
"695","337450","SK5호스팩","KOSDAQ","주권","보통주","2019/12/04","2022/10/18","피흡수합병(스팩소멸합병)",,,"금융","100","4310000",,
"696","340350","SK6호스팩","KOSDAQ","주권","보통주","2020/03/11","2022/10/18","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동 사유 미해소","2022/10/06","2022/10/17","금융","100","5710000",,
"697","090740","연이비앤티","KOSDAQ","주권","보통주","2007/09/19","2022/10/17","기업의 계속성 및 경영의 투명성 등을 종합적으로 고려하여 상장폐지기준에 해당한다고 결정","2022/10/05","2022/10/14","IT부품","500","22459415",,
"698","182690","테라셈","KOSDAQ","주권","보통주","2014/10/30","2022/10/17","감사의견 거절(감사범위 제한)","2022/10/06","2022/10/14","유통","500","21163148",,
"699","07661219","해성옵틱스 6WR","KOSDAQ","신주인수권증권","보통주","2019/11/25","2022/10/12","신주인수권 행사기간 만료",,,,"0","7034345","076610","해성옵틱스"
"700","046110","한일네트웍스","KOSDAQ","주권","보통주","2006/01/20","2022/10/05","상장폐지 신청('22.08.31)","2022/09/23","2022/10/04","컴퓨터서비스","500","11954227",,
"701","332710","하나금융14호스팩","KOSDAQ","주권","보통주","2019/11/01","2022/09/26","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동사유 미해소","2022/09/15","2022/09/23","금융","100","4410000",,
"702","127160","매직마이크로","KOSDAQ","주권","보통주","2015/11/19","2022/09/22","감사의견 거절(감사범위 제한 및 계속기업 존속능력 불확실성)","2022/09/16","2022/09/21","반도체","100","86623501",,
"703","75701B93","현대유퍼스트부동산25호 A","KOSPI","수익증권","보통주","2019/05/31","2022/09/08","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","33565491",,"현대자산운용"
"704","75702B93","현대유퍼스트부동산25호 C-i","KOSPI","수익증권","보통주","2019/05/31","2022/09/08","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","200000",,"현대자산운용"
"705","053110","소리바다","KOSDAQ","주권","보통주","2001/10/09","2022/09/07","감사의견 거절(감사범위 제한)","2022/08/29","2022/09/06","디지털컨텐츠","500","8940349",,
"706","71901B92","KB와이즈스타부동산1A","KOSPI","수익증권","보통주","2019/05/17","2022/08/31","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","70538605","047210","케이비자산운용"
"707","71903B92","KB와이즈스타부동산1C-F","KOSPI","수익증권","보통주","2019/05/17","2022/08/31","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","700000","047210","케이비자산운용"
"708","71902B92","KB와이즈스타부동산1C-퇴직","KOSPI","수익증권","보통주","2019/05/17","2022/08/31","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","3765000","047210","케이비자산운용"
"709","75901BB7","KIAMCO 뉴딜인프라","KOSPI","수익증권","보통주","2021/10/15","2022/08/30","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","10000000","397360","케이디비인프라"
"710","08280218","비보존 헬스케어 5WR","KOSDAQ","신주인수권증권","보통주","2018/03/27","2022/08/29","기초주권의 관리종목 지정","2022/08/18","2022/08/26",,"0","189435","082800","비보존 제약"
"711","06679217","씨씨에스 1WR","KOSDAQ","신주인수권증권","보통주","2021/05/03","2022/08/29","신주인수권 행사기간 만료",,,,"0","2428190","066790","씨씨에스"
"712","70101781","도쿄중소형오피스1","KOSPI","수익증권","보통주","2018/01/22","2022/08/17","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","26958739","047240","한국투자신탁운용"
"713","340120","하이제5호스팩","KOSDAQ","주권","보통주","2019/12/23","2022/07/28","상장예비심사 청구서 미제출로 관리종목 지정 후 1개월 이내 동사유 미해소","2022/07/19","2022/07/27","금융","100","5020000",,
"714","002270","롯데푸드","KOSPI","주권","보통주","1973/05/09","2022/07/20","해산 사유 발생",,,"음식료품","5000","1209055",,
"715","016385","KG스틸우","KOSPI","주권","구형우선주","1989/09/21","2022/07/15","종류주식 상장주식수 미달 2반기 계속",,,"철강금속","5000","53385","016380","KG스틸"
"716","001529","동양3우B","KOSPI","주권","신형우선주","2007/08/03","2022/07/15","종류주식 상장주식수 미달 2반기 계속",,,"비금속광물","500","89722","001520","동양"
"717","009275","신원우","KOSPI","주권","구형우선주","1989/03/07","2022/07/15","종류주식 상장주식수 미달 2반기 계속",,,"섬유의복","500","90740","009270","신원"
"718","04204217","케이피엠테크 5WR","KOSDAQ","신주인수권증권","보통주","2017/08/25","2022/07/12","신주인수권 행사기간 만료",,,,"0","66234","042040","케이피엠테크"
"719","0340221B","두산에너빌리티 2WR","KOSPI","신주인수권증권","보통주","2021/07/21","2022/07/04","신주인수권증권 행사기간 및 행사의 만료",,,,"0","4479391","034020","두산에너빌리티"
"720","74703B96","이지스리테일287호 Class A","KOSPI","수익증권","보통주","2019/08/30","2022/07/04","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","39495241","139150","이지스자산운용"
"721","74702B96","이지스리테일287호 Class C-I","KOSPI","수익증권","보통주","2019/08/30","2022/07/04","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","200000","139150","이지스자산운용"
"722","74704B96","이지스리테일287호 Class C-P","KOSPI","수익증권","보통주","2019/08/30","2022/07/04","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","2304001","139150","이지스자산운용"
"723","04267217","현대두산인프라코어 1WR","KOSPI","신주인수권증권","보통주","2017/08/22","2022/07/04","신주인수권증권 행사기간 및 행사의 만료",,,,"0","4873497","042670","현대두산인프라코어"
"724","74401773","맵스호주2호","KOSPI","수익증권","보통주","2017/06/12","2022/06/30","수익증권 신탁기간의 만료 또는 전액 중도 환수",,,,"1000","137478903","036320","미래에셋자산운용"
"725","216280","원텍","KONEX","주권","보통주","2015/04/29","2022/06/30","피흡수합병",,,"-","500","6330040",,
"726","00004217","KR모터스 1WR","KOSPI","신주인수권증권","보통주","2017/08/14","2022/06/29","신주인수권증권 행사기간 및 행사의 만료",,,,"0","30439305","000040","KR모터스"
"727","176440","에이치엔티","KOSDAQ","주권","보통주","2016/11/28","2022/06/27","기업의 계속성 및 경영의 투명성 등을 종합적을 고려하여 상장폐지기준에 해당한다고 결정","2022/06/16","2022/06/24","IT부품","100","85739345",,
